,cut_number,y,x
675,3,1886,2695
676,3,1886,2696
677,3,1886,2697
678,3,1886,2698
679,3,1886,2699
680,3,1887,2684
681,3,1887,2685
682,3,1887,2686
683,3,1887,2687
684,3,1887,2688
685,3,1887,2689
686,3,1887,2690
687,3,1887,2691
688,3,1887,2692
689,3,1887,2693
690,3,1887,2694
691,3,1887,2695
692,3,1887,2696
693,3,1887,2697
694,3,1887,2698
695,3,1887,2699
696,3,1888,2684
697,3,1888,2685
698,3,1888,2686
699,3,1888,2687
700,3,1888,2688
701,3,1888,2689
702,3,1888,2690
703,3,1888,2691
704,3,1888,2692
705,3,1888,2693
706,3,1888,2694
707,3,1888,2695
708,3,1888,2696
709,3,1888,2697
710,3,1888,2698
711,3,1888,2699
712,3,1889,2684
713,3,1889,2685
714,3,1889,2686
715,3,1889,2687
716,3,1889,2688
717,3,1889,2689
718,3,1889,2690
719,3,1889,2691
720,3,1889,2692
721,3,1889,2693
722,3,1889,2694
723,3,1889,2695
724,3,1889,2696
725,3,1889,2697
726,3,1889,2698
727,3,1889,2699
728,3,1890,2684
729,3,1890,2685
730,3,1890,2686
731,3,1890,2687
732,3,1890,2688
733,3,1890,2689
734,3,1890,2690
735,3,1890,2691
736,3,1890,2692
737,3,1890,2693
738,3,1890,2694
739,3,1890,2695
740,3,1890,2696
741,3,1890,2697
742,3,1890,2698
743,3,1890,2699
744,3,1891,2684
745,3,1891,2685
746,3,1891,2686
747,3,1891,2687
748,3,1891,2688
749,3,1891,2689
750,3,1891,2690
751,3,1891,2691
752,3,1891,2692
753,3,1891,2693
754,3,1891,2694
755,3,1891,2695
756,3,1891,2696
757,3,1891,2697
758,3,1891,2698
759,3,1891,2699
760,3,1892,2684
761,3,1892,2685
762,3,1892,2686
763,3,1892,2687
764,3,1892,2688
765,3,1892,2689
766,3,1892,2690
767,3,1892,2691
768,3,1892,2692
769,3,1892,2693
770,3,1892,2694
771,3,1892,2695
772,3,1892,2696
773,3,1892,2697
774,3,1892,2698
775,3,1892,2699
776,3,1893,2684
777,3,1893,2685
778,3,1893,2686
779,3,1893,2687
780,3,1893,2688
781,3,1893,2689
782,3,1893,2690
783,3,1893,2691
784,3,1893,2692
785,3,1893,2693
786,3,1893,2694
787,3,1893,2695
788,3,1893,2696
789,3,1893,2697
790,3,1893,2698
791,3,1893,2699
792,3,1894,2684
793,3,1894,2685
794,3,1894,2686
795,3,1894,2687
796,3,1894,2688
797,3,1894,2689
798,3,1894,2690
799,3,1894,2691
800,3,1894,2692
801,3,1894,2693
802,3,1894,2694
803,3,1894,2695
804,3,1894,2696
805,3,1894,2697
806,3,1894,2698
807,3,1894,2699
808,3,1895,2684
809,3,1895,2685
810,3,1895,2686
811,3,1895,2687
812,3,1895,2688
813,3,1895,2689
814,3,1895,2690
815,3,1895,2691
816,3,1895,2692
