,cut_number,y,x
1310,11,261,424
1311,11,261,425
1312,11,262,414
1313,11,262,415
1314,11,262,416
1315,11,262,417
1316,11,262,418
1317,11,262,419
1318,11,262,420
1319,11,262,421
1320,11,262,422
1321,11,262,423
1322,11,262,424
1323,11,262,425
1324,11,262,426
1325,11,262,427
1326,11,262,428
1327,11,262,429
1328,11,262,430
1329,11,262,431
1330,11,262,432
1331,11,262,433
1332,11,262,434
1333,11,262,435
1334,11,263,414
1335,11,263,415
1336,11,263,416
1337,11,263,417
1338,11,263,418
1339,11,263,419
1340,11,263,420
1341,11,263,421
1342,11,263,422
1343,11,263,423
1344,11,263,424
1345,11,263,425
1346,11,263,426
1347,11,263,427
1348,11,263,428
1349,11,263,429
1350,11,263,430
1351,11,263,431
1352,11,263,432
1353,11,263,433
1354,11,263,434
1355,11,263,435
1356,11,264,414
1357,11,264,415
1358,11,264,416
1359,11,264,417
1360,11,264,418
1361,11,264,419
1362,11,264,420
1363,11,264,421
1364,11,264,422
1365,11,264,423
1366,11,264,424
1367,11,264,425
1368,11,264,426
1369,11,264,427
1370,11,264,428
1371,11,264,429
1372,11,264,430
1373,11,264,431
1374,11,264,432
1375,11,264,433
1376,11,264,434
1377,11,264,435
1378,11,264,436
1379,11,264,437
1380,11,265,414
1381,11,265,415
1382,11,265,416
1383,11,265,417
1384,11,265,418
1385,11,265,419
1386,11,265,420
1387,11,265,421
1388,11,265,422
1389,11,265,423
1390,11,265,424
1391,11,265,425
1392,11,265,426
1393,11,265,427
1394,11,265,428
1395,11,265,429
1396,11,265,430
1397,11,265,431
1398,11,265,432
1399,11,265,433
1400,11,265,434
1401,11,265,435
1402,11,265,436
1403,11,265,437
1404,11,266,412
1405,11,266,413
1406,11,266,414
